,Unnamed: 0,state,county,windmills_count,longitude,latitude,zipcode,pop_density,med_household_income,ZipCode,StateName,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
1967,1967,CA,Kern County,1,-118.35441599999999,35.035809,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1980,1980,CA,Kern County,1,-118.276146,35.060970000000005,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
1994,1994,CA,Kern County,37,-118.35884899999999,35.054207,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2022,2022,CA,Kern County,59,-118.34149199999999,35.093509999999995,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2118,2118,CA,Kern County,59,-118.30228400000001,35.045593,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2180,2180,CA,Kern County,194,-118.368362,35.077628999999995,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2385,2385,CA,Kern County,45,-118.36261,35.080612,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2863,2863,CA,Kern County,34,-118.254791,35.035793,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2864,2864,CA,Kern County,3,-118.31518600000001,35.066345,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2867,2867,CA,Kern County,232,-118.340134,35.098206,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2892,2892,CA,Kern County,157,-118.3377,35.10041,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2893,2893,CA,Kern County,30,-118.25941499999999,35.061192,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
2984,2984,CA,Kern County,215,-118.33524299999999,35.101044,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3044,3044,CA,Kern County,30,-118.23172,35.084881,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3348,3348,CA,Kern County,134,-118.39138799999999,35.056595,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3382,3382,CA,Kern County,34,-118.30909,35.056396,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3385,3385,CA,Kern County,13,-118.29558600000001,35.114895000000004,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3476,3476,CA,Kern County,6,-118.348091,35.061596,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3577,3577,CA,Kern County,8,-118.33998899999999,35.035995,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3688,3688,CA,Kern County,50,-118.25688899999999,35.031895,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
3777,3777,CA,Kern County,7,-118.24218799999998,35.048897,93561,131,57433,93561,California,253900.0,247300.0,244100.0,263200.0,253300.0,235400.0,232200.0,214200.0,189300.0,176900.0,181200.0,194300.0,190900.0,179300.0,180000.0,179400.0,185900.0,183200.0,177200.0,177400.0,170700.0,180400.0,178500.0,191400.0,184100.0,175900.0,172800.0,172800.0,183500.0,176700.0,173900.0,167100.0,162700.0,156500.0,155900.0,162000.0,150600.0,145700.0,137700.0,135400.0,133000.0,131300.0,140200.0,137600.0,132300.0,133900.0,132800.0,143800.0,142000.0,151300.0,142800.0,142000.0,147500.0,148700.0,146900.0,143900.0,145500.0,156200.0,158000.0,169000.0,170700.0,172700.0,172400.0,175100.0,176900.0,181800.0,183900.0,188400.0,181000.0,181500.0,172000.0,180500.0,185100.0,193600.0,196900.0,196600.0,203800.0,208300.0,216600.0,207500.0,209000.0,218700.0,230600.0,231400.0,220700.0,214100.0,215600.0,219800.0,230500.0,228600.0,220400.0,213500.0,216200.0,224000.0,231800.0,235400.0,234800.0,240000.0,235200,236200,223300,223000,223100,234100,226400,229800,233700,266500,266800,269500,262600,264900,265100,255100,260500,259000,248300,247200,242400,286500,295100.0,306000.0,291400.0,281500.0,278500.0,265200.0
